,name,geometry,capability,country,city
500,ARTE LASER corte y grabado,POINT Z (-102.594928 22.762007 0),laser,MX,Zacatecas
502,Maketa Diseño Y Corte Laser,POINT Z (-102.573338 22.769055 0),laser,MX,Zacatecas
503,"GigaRed Taller Computadoras, Diseño, Grabado y Corte Laser",POINT Z (-103.029556 23.830053 0),laser,MX,Rio Grande
504,"Corte laser LUXMAR Invitaciones, centros de mesa, regalos y recuerdos",POINT Z (-102.702528 22.949907 0),laser,MX,Victor Rosales
505,Grabados Láser Garay,POINT Z (-102.878973 23.172846 0),laser,MX,Fresnillo
506,LÁSER MC&A,POINT Z (-102.590594 22.766601 0),laser,MX,Zacatecas
509,Punto Laser,POINT Z (-107.391106 24.744626 0),laser,MX,Culiacan
512,DGrabo,POINT Z (-107.374289 24.813326 0),laser,MX,Culiacan
513,3DESIGN,POINT Z (-107.372235 24.82887 0),laser,MX,Culiacan
515,X Print,POINT Z (-107.398651 24.799382 0),laser,MX,Culiacan
516,GRUPO UNO,POINT Z (-107.401038 24.807133 0),laser,MX,Culiacan
517,AC Serigrafia e Impresión digital,POINT Z (-107.415048 24.785271 0),laser,MX,Culiacan
521,En láser grabado y corte,POINT Z (-109.001842 25.791042 0),laser,MX,Los Mochis
522,Allfab,POINT Z (-108.468955 25.577714 0),laser,MX,Guasave
523,Rayo Láser,POINT Z (-108.975783 25.811405 0),laser,MX,Los Mochis
524,LASERLOGO,POINT Z (-108.990839 25.792953 0),laser,MX,Los Mochis
525,Imprenta Marco Polo,POINT Z (-108.461722 25.560557 0),laser,MX,Guasave
526,Corte Laser Punto De Fuga Guamuchil,POINT Z (-108.073251 25.468214 0),laser,MX,Guamuchil
529,Oprink láser,POINT Z (-109.943864 27.484946 0),laser,MX,Ciudad Obregon
530,Láser,POINT Z (-109.957825 27.493621 0),laser,MX,Ciudad Obregon
541,It Making,POINT Z (-115.483031 32.605584 0),laser,MX,Mexicali
542,Litagraphic Publicidad,POINT Z (-100.538761 28.654055 0),laser,MX,Colonia Venustiano Carranza
543,Kouper “tecnología de corte”,POINT Z (-101.442055 26.905397 0),laser,MX,Monclova
544,Corte Y Grabado Laser,POINT Z (-101.42171 26.914375 0),laser,MX,Monclova
549,CORTRIM,POINT Z (-100.992965 25.469867 0),laser,MX,Saltillo
551,Ideya,POINT Z (-100.293937 25.744755 0),laser,MX,San Nicolas de los Garza
552,Lucero Imprenta y Diseños,POINT Z (-99.50160099999999 27.49121 0),laser,US,Laredo
553,Nuoderm Laser,POINT Z (-99.496302 27.460529 0),laser,MX,Nuevo Laredo
555,INVITACIONES EXPRESSA,POINT Z (-99.507503 27.492559 0),laser,US,Laredo
557,Finito Lab,POINT Z (-100.293438 25.657063 0),laser,MX,Monterrey
558,Promociona Monterrey,POINT Z (-100.305093 25.680555 0),laser,MX,Monterrey
561,Raven,POINT Z (-99.501001 27.483303 0),laser,MX,Nuevo Laredo
565,Sega,POINT Z (-99.15518299999999 23.74129 0),laser,MX,Ciudad Victoria
566,CELEBRÁRE,POINT Z (-99.146143 23.751335 0),laser,MX,Ciudad Victoria
567,Aceromax,POINT Z (-99.160066 23.77327 0),laser,MX,La Mision
571,Estudio Sonobe,POINT Z (-71.64264900000001 10.581828 0),laser,VE,Maracaibo
572,Creartex,POINT Z (-71.61194999999999 10.6447 0),laser,VE,Maracaibo
573,Fabricarte,POINT Z (-71.623915 10.668164 0),laser,VE,Maracaibo
574,G3 CORTES LASER,POINT Z (-71.654325 10.661591 0),laser,VE,Maracaibo
575,Laser Graf,POINT Z (-73.246543 10.471794 0),laser,CO,Valledupar
576,Metalnc,POINT Z (-69.364054 10.082553 0),laser,VE,Barquisimeto
577,Kreacion Grafica,POINT Z (-69.33078500000001 10.068836 0),laser,VE,Barquisimeto
578,"G&D Technology, c.a.",POINT Z (-71.31786200000001 10.195579 0),laser,VE,Ciudad Ojeda
579,artecril CA,POINT Z (-71.61926200000001 10.617437 0),laser,VE,Maracaibo
580,"ARTEPRINT - Impresión Digital, Vallas, Etiquetas, Gigantografia, Rotulado, Avisos Publicitarios",POINT Z (-69.285034 10.062848 0),laser,VE,Barquisimeto
589,xoot corte y grabado laser,POINT Z (-89.59822699999999 20.996718 0),laser,MX,Merida
599,Láser creativo,POINT Z (-86.844088 21.126707 0),laser,MX,Alfredo V. Bonfil
601,Impredishn Impresión y Diseño,POINT Z (-87.193764 14.072691 0),laser,HN,Tegucigalpa
602,Láser industrial,POINT Z (-87.193907 14.05729 0),laser,HN,Tegucigalpa
603,Cibtec,POINT Z (-87.194025 14.072965 0),laser,HN,Tegucigalpa
604,Industrias Gráficas de Honduras,POINT Z (-87.212985 14.047149 0),laser,HN,Yaguacire
605,Office Depot,POINT Z (-87.18507200000001 14.08758 0),laser,HN,Tegucigalpa
606,LASERTEC,POINT Z (-89.213686 13.69755 0),laser,SV,San Salvador
607,Taller Corte Láser,POINT Z (-84.107615 9.941459999999999 0),laser,CR,Colima
608,Shapes And Colors,POINT Z (-90.589439 14.620374 0),laser,GT,Mixco
615,Walmart,POINT Z (-88.28124200000001 18.514991 0),laser,MX,Chetumal
616,Impresos Láser de México,POINT Z (-88.211208 20.692378 0),laser,MX,Valladolid
617,Art Craft Chetumal,POINT Z (-88.286235 18.509483 0),laser,MX,Chetumal
619,Lásercraft Campeche,POINT Z (-90.548042 19.82709 0),laser,MX,Campeche
620,Tecnokin,POINT Z (-90.491727 19.853399 0),laser,MX,Campeche
621,Azul Maya Taller Grafico,POINT Z (-90.536805 19.833035 0),laser,MX,Campeche
625,"Dragón Print-Serigrafía, Sublimado, Corte y Grabado Láser",POINT Z (-92.915001 17.977021 0),laser,MX,Villahermosa
627,Lin Grabado Laser,POINT Z (-92.936364 17.98232 0),laser,MX,Villahermosa
628,Tan Cuts - Corte y Grabado Láser,POINT Z (-92.929635 17.997401 0),laser,MX,Villahermosa
629,xD Diseño & Print,POINT Z (-92.927072 17.995805 0),laser,MX,Villahermosa
630,Choc' Art - Arte Choco Villahermosa,POINT Z (-93.019127 17.954783 0),laser,MX,Anacleto Canabal 2da. Seccion
631,GRAFICENTER,POINT Z (-92.914891 17.984364 0),laser,MX,Villahermosa
633,Laser MAP Corte laser,POINT Z (-78.465779 -0.136545 0),laser,EC,Quito
634,Pintagrafic,POINT Z (-78.45794600000001 -0.300752 0),laser,EC,Sangolqui
635,CORTE LASER MANTENIMIENTO,POINT Z (-78.505934 -0.195834 0),laser,EC,Quito
636,RECCOB CORTE Y GRABADO LASER,POINT Z (-78.539039 -0.257049 0),laser,EC,Quito
637,"SeringLaser-Servicio de corte y grabado láser, plotter",POINT Z (-78.548773 -0.307287 0),laser,EC,Quito
638,Corte Laser Sangolqui / GRUPO LASER Servicios Publicitarios,POINT Z (-78.449443 -0.330832 0),laser,EC,Sangolqui
639,CorteLaser MundoPC - Mundo Laser,POINT Z (-78.505109 -0.196065 0),laser,EC,Quito
640,VixLum Corte Láser,POINT Z (-78.504628 -0.203323 0),laser,EC,Quito
641,Corte Laser en Quito,POINT Z (-78.483895 -0.130526 0),laser,EC,Quito
642,Corte laser,POINT Z (-78.493988 -0.185003 0),laser,EC,Quito
643,The workshop plotter and laser cutting,POINT Z (-75.59021300000001 6.244781 0),laser,CO,Medellin
644,ArtekCron Corte Laser,POINT Z (-74.10672599999999 4.588904 0),laser,CO,Bogota
645,corte laser 360,POINT Z (-75.58803 6.240091 0),laser,CO,Medellin
646,Fuertes Creativos Corte láser,POINT Z (-74.100791 4.685912 0),laser,CO,Bogota
647,Tu corte Laser,POINT Z (-74.044476 4.742993 0),laser,CO,La Calera
648,Indulaser - corte y grabado laser Bogotá - Cita previa,POINT Z (-74.096737 4.702376 0),laser,CO,Barrio San Luis
649,"CORTE LASER, IMPRESION UV Y PLOTTER DE CORTE CLODE.",POINT Z (-74.127764 4.605718 0),laser,CO,Bogota
650,corte y grabado lasér lasem,POINT Z (-74.141504 4.619213 0),laser,CO,Bogota
651,Corte Grabado Laser,POINT Z (-75.567587 6.243438 0),laser,CO,Medellin
652,Vm Laser,POINT Z (-75.58660999999999 6.202286 0),laser,CO,Itagui
653,Laser Cutting and 3D Impresiom,POINT Z (-73.12250899999999 7.127719 0),laser,CO,Bucaramanga
654,Corte Láser Bucaramanga,POINT Z (-73.120255 7.131849 0),laser,CO,Bucaramanga
655,Corte laser Bucaramanga - Corte laser - Corte por chorro de agua - HYDRO BAS,POINT Z (-73.165375 7.086223 0),laser,CO,Giron
656,KyM Manufacturas Corte láser,POINT Z (-73.12143 7.125994 0),laser,CO,Bucaramanga
657,Art ingenios laser,POINT Z (-73.125201 7.129492 0),laser,CO,Bucaramanga
658,MAQUINAS DE CORTE LÁSER,POINT Z (-73.115025 7.130461 0),laser,CO,Bucaramanga
659,Servi Laser,POINT Z (-73.11986400000001 7.111864 0),laser,CO,Bucaramanga
660,Ferreinox Bucaramanga,POINT Z (-73.131623 7.129178 0),laser,CO,Bucaramanga
661,Moztu Laser,POINT Z (-73.04771 6.983003 0),laser,CO,Piedecuesta
662,laser creativo bucaramanga,POINT Z (-73.123135 7.115957 0),laser,CO,Bucaramanga
663,DIGAN. CORTE Y GRABADO LASER,POINT Z (-79.890649 -2.187215 0),laser,EC,Guayaquil
664,PURO LASER - Corte y Grabado,POINT Z (-79.906908 -2.11621 0),laser,EC,Eloy Alfaro
665,Magin Láser,POINT Z (-79.88549999999999 -2.186739 0),laser,EC,Guayaquil
666,"corte laser en metal, el cartel",POINT Z (-79.89397700000001 -2.204375 0),laser,EC,Guayaquil
667,INGENIO593 - Laser cutting service,POINT Z (-79.927663 -2.142148 0),laser,EC,Guayaquil
668,Laser cutter,POINT Z (-79.904279 -2.185168 0),laser,EC,Guayaquil
669,FORZA Laser,POINT Z (-79.894566 -2.144714 0),laser,EC,Eloy Alfaro
670,Corte láser WOOD DESIGN,POINT Z (-79.919522 -2.082698 0),laser,EC,Eloy Alfaro
671,Eidos Project,POINT Z (-79.89438699999999 -2.16571 0),laser,EC,Eloy Alfaro
672,Print It! Gigantografía - Imprenta rápida - Letras Corporeas - Corte & Grabado Laser,POINT Z (-79.90454800000001 -2.113383 0),laser,EC,Eloy Alfaro
673,CORTE LASER,POINT Z (-77.02713300000001 -12.072266 0),laser,PE,Lima
674,Corte Laser EB,POINT Z (-76.954392 -12.073179 0),laser,PE,La Molina
675,Lima Corte Láser,POINT Z (-76.98133 -12.130214 0),laser,PE,Surco
676,CORTE LASER EL CHE,POINT Z (-77.07754199999999 -12.069532 0),laser,PE,Callao
677,Reymer Corte Láser,POINT Z (-77.00962800000001 -12.197935 0),laser,PE,Surco
678,Grabaciones y Corte Laser,POINT Z (-77.03528900000001 -12.056243 0),laser,PE,Lima
680,Corte Laser D'Laser GP,POINT Z (-76.957024 -12.02862 0),laser,PE,Vitarte
681,CENTRO DE CORTE LASER,POINT Z (-76.934449 -12.196666 0),laser,PE,Surco
682,Corte laser vevo,POINT Z (-77.086958 -11.952648 0),laser,PE,Independencia
683,WorkSpecial Máquinas de corte e gravação a laser,POINT Z (-46.640208 -23.526371 0),laser,BR,Sao Paulo
684,DRACO laser - Laser Cutting Solutions,POINT Z (-46.494904 -23.666961 0),laser,BR,Maua
685,PD - Models and Laser cutting in São Paulo,POINT Z (-46.637574 -23.585644 0),laser,BR,Sao Paulo
686,Cabral Corte a Laser,POINT Z (-46.879921 -23.495753 0),laser,BR,Barueri
687,Ralph Laser Corte a Laser Gravação a Laser Acrílico e MDF,POINT Z (-46.581076 -23.565969 0),laser,BR,Sao Paulo
688,CNLAB - Corte a Laser,POINT Z (-46.605237 -23.493086 0),laser,BR,Sao Paulo
689,Caulaser Artesanatos Cortes a Laser,POINT Z (-46.542778 -23.666801 0),laser,BR,Santo Andre
690,Lasertools Tecnologia Ltda,POINT Z (-46.750848 -23.564672 0),laser,BR,Osasco
691,Corte A Laser e Gravação A Laser - Aerolaser,POINT Z (-46.709475 -23.498359 0),laser,BR,Sao Paulo
692,Laser market spare parts for laser cutting machines,POINT Z (-46.642353 -23.524843 0),laser,BR,Sao Paulo
693,Indaiatuba Corte a Laser,POINT Z (-47.222563 -23.134577 0),laser,BR,Indaiatuba
694,Ciclope artes soluções em corte e gravação a laser,POINT Z (-46.982974 -22.938799 0),laser,BR,Valinhos
695,Ks Corte a Laser em placa de mica,POINT Z (-47.310818 -23.259782 0),laser,BR,Itu
696,LaserTec Solutions Laser Cutting and Fold,POINT Z (-47.380871 -22.772829 0),laser,BR,Santa Barbara d'Oeste
697,Big&Strong Corte a Laser Ltda,POINT Z (-47.222381 -23.118032 0),laser,BR,Indaiatuba
698,Elsteel Corte a Laser - Compra e Venda de Máquinas Industriais,POINT Z (-46.591047 -23.262031 0),laser,BR,Mairipora
699,CORTE A LASER | INOVARIII,POINT Z (-47.043441 -22.849613 0),laser,BR,Campinas
700,VIPAX Corte a Laser,POINT Z (-47.014204 -23.041838 0),laser,BR,Vinhedo
701,ARTEIROCA CORTE A LASER E ROUTER CNC,POINT Z (-47.376342 -22.387589 0),laser,BR,Araras
702,Delta CNC - Máquina de Corte a Laser - Máquina de Corte a Plasma - Router,POINT Z (-47.279226 -23.21286 0),laser,BR,Salto
704,Corte Laser Express,POINT Z (-70.702731 -33.42077 0),laser,CL,Lo Prado
705,"Difierro: Corte láser, oxicorte y plegado",POINT Z (-70.63858500000001 -33.504086 0),laser,CL,Santiago
706,Laser Engraving and Cutting,POINT Z (-70.616193 -33.426723 0),laser,CL,Santiago
707,"Tecnograbados | Servicio de Grabados, Corte Laser, Placas de Inventario | Santiago",POINT Z (-70.627095 -33.451968 0),laser,CL,Santiago
708,Láser Complot,POINT Z (-70.640506 -33.439239 0),laser,CL,Santiago
709,LASERCAT,POINT Z (-70.644441 -33.481282 0),laser,CL,Santiago
710,Laser Tecnologia Comercial,POINT Z (-70.649281 -33.490265 0),laser,CL,Santiago
711,idea laser,POINT Z (-70.596306 -33.412742 0),laser,CL,"Villa Presidente Frei, Nunoa, Santiago, Chile"
712,Parmet,POINT Z (-70.67002100000001 -33.512131 0),laser,CL,Santiago
713,Wood Imagen corte y grabado láser,POINT Z (-68.80130800000001 -32.943434 0),laser,AR,Godoy Cruz
714,ARCUT - CORTE LASER - CNC - PLASMA,POINT Z (-68.81146200000001 -32.894647 0),laser,AR,Mendoza
715,ZYX CNC,POINT Z (-68.838981 -32.866255 0),laser,AR,Las Heras
716,Fabrica De Firrofacil Corte Laser,POINT Z (-68.84657300000001 -32.916505 0),laser,AR,Godoy Cruz
717,Idea carteleía,POINT Z (-68.813953 -32.912355 0),laser,AR,Mendoza
718,Corte Láser MYT,POINT Z (-68.82655699999999 -32.885121 0),laser,AR,Mendoza
719,Luquez Corte Laser,POINT Z (-68.56891400000001 -33.055497 0),laser,AR,San Martin
720,AMIN - Servicios gráficos & Corte y grabado láser,POINT Z (-68.78662 -32.897912 0),laser,AR,Villa Nueva
721,Multicortes,POINT Z (-68.800732 -32.93167 0),laser,AR,Godoy Cruz
722,Todo Corte Laser,POINT Z (-58.421266 -34.598368 0),laser,AR,Colegiales
723,TUK - MULTISERVICIOS DE CORTE LASER Y GRABADO,POINT Z (-58.290031 -34.700882 0),laser,AR,Quilmes
724,"Corte, Grabado Laser y Router LASERCORT",POINT Z (-58.5231 -34.531575 0),laser,AR,General San Martin
725,Uira: Corte laser + Diseño,POINT Z (-58.035437 -34.885288 0),laser,AR,La Plata
727,Area Laser,POINT Z (-58.45217 -34.596075 0),laser,AR,Colegiales
729,Arciacril Corte y Grabado Laser,POINT Z (-58.532166 -34.515119 0),laser,AR,Olivos
730,Proartlaser,POINT Z (-58.596471 -34.643715 0),laser,AR,Moron
731,Rumbo Laser,POINT Z (-58.518045 -34.500583 0),laser,AR,San Isidro
732,Dufreman corte laser,POINT Z (-56.194038 -34.87566 0),laser,UY,Montevideo
733,Eddo grabados y corte laser,POINT Z (-56.113653 -34.888304 0),laser,UY,Paso de Carrasco
734,ProyectArte - laser cutting and engraving,POINT Z (-56.193429 -34.879067 0),laser,UY,Montevideo
735,Reinventar | Cortes y grabados láser | Acrilicos | Carteles | Calcomanias | stickers | mdf,POINT Z (-56.153011 -34.918365 0),laser,UY,Montevideo
737,Midiseño-Lassershop-corte y grabado laser -mampara de acrilico,POINT Z (-56.134014 -34.898739 0),laser,UY,Montevideo
738,RedLaser,POINT Z (-56.120499 -34.847467 0),laser,UY,Paso de Carrasco
739,DEKOR Corte Laser,POINT Z (-56.111408 -34.886562 0),laser,UY,Paso de Carrasco
740,Punto Laser Uruguay,POINT Z (-56.16285 -34.886902 0),laser,UY,Montevideo
741,Deko Laser,POINT Z (-56.396858 -34.451398 0),laser,UY,Santa Lucia
742,355 Laser,POINT Z (-52.305682 -31.75339 0),laser,BR,Pelotas
743,Madelaser,POINT Z (-52.325686 -31.764306 0),laser,BR,Pelotas
744,Ideia Laser,POINT Z (-52.105746 -32.038974 0),laser,BR,Rio Grande
745,Cut&Cult Fábrica de Arte,POINT Z (-52.294624 -31.740155 0),laser,BR,Pelotas
746,MTR Laser Corte e Gravação a Laser,POINT Z (-51.164841 -30.004433 0),laser,BR,Porto Alegre
747,Ângulo Corte á Laser,POINT Z (-51.079764 -29.910273 0),laser,BR,Cachoeirinha
748,Rio Top Corte a Laser,POINT Z (-43.236564 -22.896627 0),laser,BR,Rio de Janeiro
749,Makers Manufatura,POINT Z (-43.240949 -22.893624 0),laser,BR,Rio de Janeiro
750,REI DO CORTE A LASER,POINT Z (-43.25011 -22.857115 0),laser,BR,Rio de Janeiro
751,JA CORTES A LASER,POINT Z (-43.369758 -22.934357 0),laser,BR,Sao Joao de Meriti
752,Corte Router e Laser,POINT Z (-43.209917 -22.923518 0),laser,BR,Rio de Janeiro
753,R6 Corte Laser e Acrílicos,POINT Z (-43.19222 -22.604764 0),laser,BR,Petropolis
755,Arte Laser RJ,POINT Z (-43.409411 -22.919256 0),laser,BR,Nilopolis
756,Cortelles ( Corte a Laser e Router MDF etc),POINT Z (-43.445462 -22.756928 0),laser,BR,Nova Iguacu
757,Polo Maker MakerSpace - Oficina Compartilhada - Corte Laser - Impressão 3D,POINT Z (-43.209384 -22.919607 0),laser,BR,Rio de Janeiro
758,Corte Plasma Cuautitlan,POINT Z (-99.193765 19.605944 0),laser,MX,Buenavista
759,Maquiladora Metalica Corte Plasma Y Laser.,POINT Z (-99.546848 19.270131 0),laser,MX,Santa Maria la Asuncion
760,Corte Plasma Mexico,POINT Z (-99.249362 19.65734 0),laser,MX,San Pablo de los Gallos
761,"Maquila Pintura Electrostática Corte Plasma CNC Anclas,Rosca/Cuerda Maquila Troquelado hasta 90Ton",POINT Z (-99.054429 19.304833 0),laser,MX,Iztapalapa
762,corte plasma router CNC,POINT Z (-96.947253 18.886847 0),laser,MX,Cordoba
763,Corte Plasma Laser EDIDSACNC,POINT Z (-98.98982700000001 19.3752 0),laser,MX,Los Reyes La Paz
764,corte en plasma y oxicorte,POINT Z (-99.039039 19.337405 0),laser,MX,Iztapalapa
765,Taller corte plasma,POINT Z (-99.89784899999999 20.532479 0),laser,MX,Tequisquiapan
766,"Metal Workers, corte plasma metal",POINT Z (-99.245538 19.354438 0),laser,MX,Col. Bosques de las Lomas
768,cortadora por plasma CNC,POINT Z (-73.030568 5.815311 0),laser,CO,Duitama
769,Elementos taller CNC,POINT Z (-72.241711 7.767191 0),laser,VE,San Cristobal
770,Corte Plasma,POINT Z (-75.579499 6.273337 0),laser,CO,Medellin
772,Laminas y cortes bucaramanga s.a.s.,POINT Z (-73.131276 7.123405 0),laser,CO,Bucaramanga
773,Creative - corte laser,POINT Z (-73.025964 5.826429 0),laser,CO,Duitama
775,Metalcort,POINT Z (-73.130837 7.125275 0),laser,CO,Bucaramanga
776,Multicortes Jm,POINT Z (-72.506968 7.893608 0),laser,CO,Cucuta
778,"Cortes CNC ""Plasma Y Laser""",POINT Z (-78.440015 -0.108077 0),laser,EC,Quito
779,SERVICOR,POINT Z (-78.541134 -0.255767 0),laser,EC,Quito
780,STP INDUSTRIAL CORTES LASER,POINT Z (-78.507414 -0.122688 0),laser,EC,Quito
781,MF Corte Láser de Metales - Solca - Quito,POINT Z (-78.467 -0.134861 0),laser,EC,Quito
784,CNC MASTER,POINT Z (-78.45144999999999 -0.288501 0),laser,EC,Sangolqui
785,Ferracero Willi,POINT Z (-78.453512 -0.339317 0),laser,EC,Sangolqui
786,Oxicortes,POINT Z (-78.465526 -0.15284 0),laser,EC,Quito
788,CORTE LÁSER (Centro de cortes computarizados láser),POINT Z (-76.939443 -12.196511 0),laser,PE,Surco
791,SERVICORD JA SAC,POINT Z (-77.06102799999999 -11.978988 0),laser,PE,Independencia
792,CORTES CON CHORRO DE AGUA,POINT Z (-77.032369 -12.080926 0),laser,PE,Lima
794,Midsu Technology Group S.A.C.,POINT Z (-76.977526 -12.120785 0),laser,PE,Surco
795,laser cutting services in Lima,POINT Z (-77.058972 -12.014845 0),laser,PE,Independencia
796,HIDROCORTE PERU,POINT Z (-77.003207 -12.196386 0),laser,PE,Surco
797,CORTE Y DOBLEZ DE PLANCHA - SKILL WORK S.A.C.,POINT Z (-77.068878 -11.893019 0),laser,PE,Urb. Santo Domingo
798,Corte y Calidad. Corte y Grabado Laser La Paz,POINT Z (-68.111701 -16.495866 0),laser,BO,La Paz
799,CORTE LASER SELLOS Y TALLADOS,POINT Z (-68.171892 -16.488649 0),laser,BO,La Paz
800,SISCOM CORTE LASER,POINT Z (-68.17186100000001 -16.478336 0),laser,BO,La Paz
801,Sayrilaser,POINT Z (-68.197774 -16.542608 0),laser,BO,La Paz
803,ACRILCORP,POINT Z (-68.1413 -16.493127 0),laser,BO,La Paz
804,GRABADOS TRIUNFO,POINT Z (-68.134899 -16.500082 0),laser,BO,La Paz
805,XXL MÁQUINAS E INSUMOS PUBLICIARIOS,POINT Z (-68.15927600000001 -16.524851 0),laser,BO,La Paz
806,ETIBOL S.R.L.,POINT Z (-68.12266200000001 -16.526764 0),laser,BO,La Paz
807,Vision Creativa & Publicidad,POINT Z (-68.14564900000001 -16.478438 0),laser,BO,La Paz
808,Foco Design,POINT Z (-43.190323 -22.95766 0),laser,BR,Rio de Janeiro
811,Polo Maker MakerSpace - Oficina Compartilhada,POINT Z (-43.209384 -22.919609 0),laser,BR,Rio de Janeiro
0,Prototipos Industriales Mexico,POINT Z (-104.895321 21.516981 0),prototipado,MX,Tepic
1,Honpe Prototyping Mexico,POINT Z (-103.393321 20.65359 0),prototipado,MX,Guadalajara
2,"Impresoras 3D, Shift 3D",POINT Z (-103.388808 20.742833 0),prototipado,MX,Zapopan
3,TresD Print Tech,POINT Z (-103.298694 20.675275 0),prototipado,MX,Tlaquepaque
5,3D Print ID Ingeniería y Diseño,POINT Z (-103.255741 20.679719 0),prototipado,MX,Tlaquepaque
6,ike Technologies,POINT Z (-103.372622 20.640276 0),prototipado,MX,Guadalajara
7,Voxel 3D,POINT Z (-103.385874 20.633688 0),prototipado,MX,Guadalajara
8,Aledamyasociados,POINT Z (-103.391222 20.681988 0),prototipado,MX,Guadalajara
9,Novatecnologia en occidente SA de CV,POINT Z (-103.345302 20.493215 0),prototipado,MX,Paseos del Valle [Fraccionamiento]
10,ProtoG LAB - Maquila y prototipado en Impresión 3D,POINT Z (-99.152884 19.367587 0),prototipado,MX,Colonia del Valle
12,Proyecta 3D | Impresión 3D,POINT Z (-99.166935 19.370814 0),prototipado,MX,Colonia del Valle
13,"Velum - Impresión 3D, Diseño e Ingeniería",POINT Z (-99.17371300000001 19.486606 0),prototipado,MX,Azcapotzalco
14,TEROD,POINT Z (-99.15512699999999 19.313566 0),prototipado,MX,Tlalpan
15,Nidi Factory,POINT Z (-99.21367499999999 19.325116 0),prototipado,MX,Magdalena Contreras
17,Inte-Tab,POINT Z (-99.298286 19.681987 0),prototipado,MX,Santiago Cuautlalpan
18,JESG Design - Diseño de producto y prototipado,POINT Z (-98.242114 19.029862 0),prototipado,MX,Tlazcalancingo
19,"Tecnología Aplicada a Conversión, S. A. de C.V.",POINT Z (-99.20605500000001 19.526484 0),prototipado,MX,Vista Hermosa
21,Alzis Technology,POINT Z (-49.341859 -25.421291 0),prototipado,BR,Curitiba
22,Andre da Silva Vanzolin,POINT Z (-48.571416 -20.574671 0),prototipado,BR,Barretos
24,Casa Base,POINT Z (-49.250578 -25.418298 0),prototipado,BR,Curitiba
25,CONAN Tecnologia,POINT Z (-38.456241 -3.755827 0),prototipado,BR,Fortaleza
28,Edner Moya Requena Junior,POINT Z (-51.909756 -23.449264 0),prototipado,BR,Sarandi
29,Engenho Maker,POINT Z (-46.649135 -23.585502 0),prototipado,BR,Sao Paulo
30,"R. dos Inconfidentes, 473",POINT Z (-47.896609 -21.999699 0),prototipado,BR,Sao Carlos
32,Fab Lab Facens,POINT Z (-47.429797 -23.469874 0),prototipado,BR,Sorocaba
33,Fab Lab Recife,POINT Z (-34.916741 -8.038655 0),prototipado,BR,Recife
34,Fábrica de Produtos - Corte à Laser | Engenharia,POINT Z (-49.976434 -20.422954 0),prototipado,BR,Votuporanga
35,Taller de Diseño y Prototipado Eje Tres,POINT Z (-100.35699 25.654997 0),prototipado,MX,Garza Garcia
36,Bright Labs,POINT Z (-100.301995 25.682263 0),prototipado,MX,Monterrey
37,Maquinados Estrada,POINT Z (-100.268374 25.757513 0),prototipado,MX,San Nicolas de los Garza
38,ACERGMEX,POINT Z (-100.350255 25.801321 0),prototipado,MX,General Escobedo
40,LABNL Lab Cultural Ciudadano,POINT Z (-100.309124 25.6737 0),prototipado,MX,Monterrey
48,"Patito 3D code, modelado e impresión 3D",POINT Z (-99.183065 19.45898 0),prototipado,MX,Azcapotzalco
51,Sitres Latam,POINT Z (-99.182129 19.43577 0),prototipado,MX,Miguel Hidalgo
53,3de.mx,POINT Z (-99.24179599999999 19.482428 0),prototipado,MX,Naucalpan de Juarez
55,PrototiposDIY,POINT Z (-58.507682 -34.62805 0),prototipado,AR,Villa Santa Rita
56,Proyect3D,POINT Z (-58.400082 -34.71538 0),prototipado,AR,Lanus
57,Rinox S.A.,POINT Z (-58.614054 -34.641881 0),prototipado,AR,Moron
58,CUBODEV,POINT Z (-58.517115 -34.657731 0),prototipado,AR,San Justo
59,CADSEL Design,POINT Z (-58.279632 -34.811831 0),prototipado,AR,Quilmes
60,Ustatic S.R.L.,POINT Z (-58.371346 -34.623549 0),prototipado,AR,Buenos Aires
61,Laboratorio de Prototipado 3D - Universidad ORT Uruguay,POINT Z (-56.190848 -34.90405 0),prototipado,UY,Montevideo
62,Eleprint Electrónica SRL,POINT Z (-58.500301 -34.655232 0),prototipado,AR,Villa Lugano
63,Cadipel SA,POINT Z (-58.426331 -34.621727 0),prototipado,AR,Buenos Aires
64,Prototipado Santa Fe,POINT Z (-60.699815 -31.637006 0),prototipado,AR,Santa Fe de la Vera Cruz
66,Maquinados industriales en México,POINT Z (-99.22099300000001 19.468537 0),prototipado,MX,Naucalpan de Juarez
67,"ENGRANES Y MAQUINADOS UNIDOS, S.A. DE C.V.",POINT Z (-99.148234 19.473586 0),prototipado,MX,Cuauhtemoc
69,Maquinados RR,POINT Z (-99.106486 19.521608 0),prototipado,MX,Puerto Escondido (Tepeolulco Puerto Escondido)
70,Tranmecsa S.A. de C.V.,POINT Z (-99.093858 19.435267 0),prototipado,MX,Venustiano Carranza
71,Maquindos Nobel,POINT Z (-99.20532300000001 19.525874 0),prototipado,MX,Vista Hermosa
76,HS Maquinados Industriales - Taller Torno,POINT Z (-103.446541 20.770191 0),prototipado,MX,Nuevo Mexico
81,Nekich Maquinados Industriales,POINT Z (-103.352503 20.650677 0),prototipado,MX,Guadalajara
82,AVANTE MAQUINADOS INDUSTRIALES,POINT Z (-103.407972 20.721596 0),prototipado,MX,Zapopan2
